route,comparison_group,baseline_avg_fare,baseline_avg_distance,baseline_distance_2,baseline_num_carriers,baseline_hhi,baseline_hub_route,baseline_n_legacy_carriers,baseline_legacy_carrier_share,baseline_n_lcc_carriers,baseline_avg_delay,baseline_delay_15_rate,baseline_cancellation_rate,baseline_avg_scheduled_flights,baseline_avg_seat_capacity,baseline_load_factor,baseline_route_size
13204-11066,Treated (Future Entry Routes),180.24552626996058,802,802,2,7707.685106874174,0,0,0,2,17.19330716928925,33.188154144056305,0.9555281594180965,239,33389,78.9721165653359,26368
13204-11193,Treated (Future Entry Routes),208.31806916426515,757,757,1,10000,0,1,100,0,5.076737690821533,7.101798657139002,0.5388614927514299,229,34122,72.8620831135338,24862
13204-11267,Control (Never-Treated Routes),159.91113660050198,808,808,2,5351.398559151264,0,0,0,2,11.268301585442199,23.402964739964478,0.5388614927514299,92,12280,75.35016286644951,9253
13204-11278,Control (Never-Treated Routes),151.94226730310262,759,759,1,10000,0,1,100,0,5.347125200421129,8.529323011785312,0.9212706705716978,522,71281,78.50899959315947,55962
13204-11298,Treated (Future Entry Routes),258.10055846422335,985,985,1,10000,1,1,100,0,10.094195897326406,13.827695931806371,5.147650345913274,892,131572,85.02872951691849,111874
13204-11433,Treated (Future Entry Routes),187.97500998313419,957,957,3,8155.551413591137,1,1,90.03214831338514,2,8.517601305330151,11.681353018352754,0.5388614927514299,664,129007,82.7032641639601,106693
13204-11624,Control (Never-Treated Routes),147.63304054054052,268,268,1,10000,0,0,0,1,11.323604977702109,23.164073196725106,0.5388614927514299,92,13156,77.81240498631803,10237
13204-11721,Control (Never-Treated Routes),135.98098181818185,1011,1011,1,10000,1,0,0,1,17.75114120958617,35.700305080783075,1.6258180144905605,91,13007,83.11678327054662,10811
13204-11986,Treated (Future Entry Routes),163.96617543859648,1024,1024,1,10000,0,0,0,1,18.877952803789068,37.2945079793338,0.5388614927514299,93,13289,76.10053427646926,10113
13204-12191,Control (Never-Treated Routes),235.78925036746065,849,849,2,8582.874587874332,1,0,0,2,13.985740135749829,32.3441628176528,0.5388614927514299,361,50969,83.646922639251315,42634
13204-12264,Treated (Future Entry Routes),185.35225454545457,758,758,1,10000,1,1,100,0,10.864129034620742,10.951924286259535,1.9124878663778038,360,57354,88.88307703037277,50978
13204-12266,Treated (Future Entry Routes),258.91350000000006,854,854,1,10000,1,1,100,0,9.233143102783714,11.614882701882436,0.7055281594180967,601,97353,90.83644058221113,88432
13204-12339,Treated (Future Entry Routes),183.0853489056696,829,829,2,5012.615363525221,0,0,0,2,10.101425459726293,22.19842342492592,0.815104586674082,361,46889,72.2642837339248,33884
13204-12391,Treated (Future Entry Routes),164.44901581722323,971,971,1,10000,1,0,0,1,16.606513878199944,37.60139257475594,0.8885118424017797,285,40719,88.1480389989931,35893
13204-12448,Treated (Future Entry Routes),163.26937853107344,588,588,1,10000,0,0,0,1,19.193170195093415,43.81624710976858,0.5388614927514299,92,13096,69.59376908979841,9114
13204-12478,Control (Never-Treated Routes),166.56256639003084,944,944,2,5315.197070541701,0,2,100,0,10.464820230731334,15.477352101237079,0.7282554321453694,528,88041,76.23152849240694,67115
13204-12889,Treated (Future Entry Routes),259.48420576431363,2039,2039,2,8966.804362410001,1,1,5.4645963170310905,1,9.45727750314152,21.637708719389302,0.5388614927514299,188,31872,89.10956325301204,28401
13204-12892,Treated (Future Entry Routes),275.10104939762203,2218,2218,4,2787.1190028560573,0,3,84.35554607622272,1,9.344571516491541,15.968296988879176,0.9065085515749595,544,89288,84.01688916763732,75017
13204-12953,Treated (Future Entry Routes),173.7431384015594,950,950,1,10000,0,1,100,0,9.117265146729968,17.673220664543443,0.7210108552286614,548,77628,76.5316638326377,59410
13204-13232,Control (Never-Treated Routes),199.24238726345317,990,990,2,6117.809895255875,1,0,0,2,13.386854341877962,24.82327145275029,0.5388614927514299,719,101998,77.68877821133748,79241
13204-13244,Treated (Future Entry Routes),154.99853922779448,684,684,3,4048.115684719196,0,1,53.066149332828616,2,11.962771050403463,20.004177734620093,0.5388614927514299,183,25905,81.58270604130476,21134
13204-13296,Control (Never-Treated Routes),164.42391211146852,1142,1142,1,10000,1,0,0,1,14.539474856615467,22.775090199046456,0.9717619256518629,230,32744,89.9096017591009,29440
13204-13303,Control (Never-Treated Routes),170.16680487804882,192,192,1,10000,1,1,100,0,9.37714963394542,14.47912995406072,0.5388614927514299,812,146253,83.68101850902204,122386
13204-13487,Treated (Future Entry Routes),205.60613081951044,1310,1310,2,8044.008124425809,1,1,89.01287046876844,1,8.712378056915929,12.612157373814641,0.5388614927514299,442,84295,80.37487395456434,67752
13204-13495,Treated (Future Entry Routes),182.22252693593856,551,551,2,6457.232615649349,0,0,0,2,12.087214354305084,21.67375666999595,1.0679620218519592,377,51256,78.24449820508819,40105
13204-13930,Treated (Future Entry Routes),232.2537006265915,1005,1005,2,5162.967984975742,0,2,100,0,11.53415300674029,17.75951580241399,1.0167587448422306,834,128554,84.28286945563733,108349
13204-13931,Treated (Future Entry Routes),141.59366876310276,655,655,1,10000,0,0,0,1,20.435859691053402,31.513438337163734,0.5388614927514299,113,16129,80.99696199392399,13064
13204-14100,Treated (Future Entry Routes),200.84382427280846,861,861,3,5232.624552614662,1,1,68.51330265524173,2,13.324645129945296,20.037955055548064,1.937462891352829,1129,184078,82.16516911309336,151248
13204-14107,Treated (Future Entry Routes),265.28319858530784,1849,1849,2,5854.248108332427,0,1,70.66697980272428,1,6.712880340020953,10.424942761942496,0.5388614927514299,300,52962,88.4369925607039,46838
13204-14122,Treated (Future Entry Routes),173.41322414075202,834,834,2,5431.788626539308,0,0,0,2,11.241059761285205,20.801824092551332,1.05300031023215,388,52070,78.37718455924717,40811
13204-14307,Treated (Future Entry Routes),151.92896385542173,1072,1072,1,10000,1,0,0,1,13.147701921522524,26.60574017368481,0.8338467434888932,338,49432,88.48923774073475,43742
13204-14492,Treated (Future Entry Routes),153.16554922388724,534,534,3,3989.348849007312,0,0,0,2,9.913685229948868,15.43446935457838,1.3721948260847632,357,39895,71.51773405188621,28532
13204-14524,Control (Never-Treated Routes),115.7905683240285,667,667,2,5382.875925039741,0,0,0,2,5.106213673354285,9.03363841411641,0.5388614927514299,92,12292,76.64334526521314,9421
13204-14576,Control (Never-Treated Routes),161.77883783783778,1033,1033,1,10000,0,0,0,1,19.030126716832548,48.164073196725106,0.5388614927514299,92,13126,87.17050129513942,11442
13204-14679,Treated (Future Entry Routes),203.91748917748916,2149,2149,1,10000,0,1,100,0,3.0749636733542847,4.549942761942496,0.5388614927514299,64,10597,85.11842974426725,9020
13204-14683,Treated (Future Entry Routes),205.03537558685449,1041,1041,1,10000,0,0,0,1,13.611532822290457,29.79373708818363,0.5388614927514299,141,21649,85.61134463485611,18534
13204-14730,Treated (Future Entry Routes),169.76350561797742,719,719,1,10000,0,0,0,1,11.035938842110312,22.169880081132465,1.2741556103984888,135,19423,72.65612933120528,14112
13204-14747,Control (Never-Treated Routes),296.76503731343297,2554,2554,1,10000,0,1,100,0,2.847592983699112,4.873218624011461,0.5388614927514299,116,18953,90.38674616155754,17131
13204-14771,Treated (Future Entry Routes),310.0267426273456,2446,2446,1,10000,0,1,100,0,10.225066132370678,12.90035259800807,0.5388614927514299,183,32624,85.48614516920058,27889
13204-14869,Control (Never-Treated Routes),325.26042713567836,1931,1931,1,10000,1,1,100,0,5.765570398500484,10.196872586503897,0.5388614927514299,172,29142,90.98895065541144,26516
13204-15016,Treated (Future Entry Routes),198.05424109664384,882,882,2,7236.776284909904,1,0,0,2,13.91726018498219,30.494710203802967,0.5388614927514299,344,47480,81.81550126368997,38846
13230-10397,Control (Never-Treated Routes),285.20992868791814,620,620,3,3353.9182144408437,1,1,30.927167630057806,0,14.046284282356934,21.641182832551493,1.0242983859553136,410,26577,81.367347706663665,21625
13230-11057,Control (Never-Treated Routes),232.10099954634126,413,413,2,6156.7722360043535,1,1,25.950340584486923,0,10.670260353421115,15.162146876980366,3.309642349174604,386,33554,81.37926923764678,27306
13230-11193,Control (Never-Treated Routes),288.9097222222223,429,429,1,10000,0,0,0,0,10.240271644368779,10.120594935855538,0.5388614927514299,69,3450,82.57971014492753,2849
13230-11433,Control (Never-Treated Routes),275.62580345157943,371,371,2,5076.636938829239,1,0,0,0,14.078893664004124,16.70731770350397,1.1840227830740104,311,15571,85.90328174169932,13376
13230-13930,Control (Never-Treated Routes),260.4954714453151,594,594,3,3987.195315490698,0,1,43.77253814147018,0,15.815056304239926,26.623670107394464,3.612147544760887,410,29162,86.53384541526644,25235
13232-10140,Control (Never-Treated Routes),243.62885416666666,1121,1121,1,10000,1,0,0,1,26.350749192479967,47.87303019363649,0.5388614927514299,183,26201,85.06163886874548,22287
13232-10257,Control (Never-Treated Routes),233.41878661087867,717,717,1,10000,1,0,0,1,21.732904527067447,44.99745911059429,1.085309580183124,182,28804,79.94722955145119,23028
13232-10397,Control (Never-Treated Routes),170.5698693945294,591,591,3,3487.6474157532066,1,1,41.61958420547363,2,11.85195366055383,20.667594028191917,0.9965273966415902,1305,182988,69.44826983190154,127082
13232-10423,Control (Never-Treated Routes),212.2451793248945,972,972,1,10000,1,0,0,1,23.37868558346664,41.125317293777705,0.5388614927514299,267,38175,84.95612311722331,32432
13232-10529,Control (Never-Treated Routes),232.1802968460111,777,777,1,10000,1,0,0,1,16.955906073063773,31.26644316780399,0.9190896296335593,262,41096,81.61864901693595,33542
13232-10599,Control (Never-Treated Routes),182.43607569721118,570,570,1,10000,1,0,0,1,21.104817025309593,33.827177398814,0.5388614927514299,179,25546,74.32474751428795,18987
13232-10643,Control (Never-Treated Routes),133.5868871595331,466,466,1,10000,1,0,0,1,14.449381375217643,21.300719159458023,0.5388614927514299,161,22933,73.14786552130118,16775
13232-10693,Control (Never-Treated Routes),164.67401149425297,395,395,1,10000,1,0,0,1,17.380647406238303,33.54369889383687,0.8749959465329425,594,84759,75.17667740298965,63719
13232-10721,Control (Never-Treated Routes),160.58669381107492,861,861,1,10000,1,0,0,1,15.406430298039426,29.886403719121336,1.042639830282916,396,57198,80.73359208363928,46178
13232-10792,Control (Never-Treated Routes),142.8300729927007,468,468,1,10000,1,0,0,1,16.49896554902417,33.33812604168526,1.1819483094716872,309,47037,81.23392223143483,38210
13232-10821,Control (Never-Treated Routes),213.2544244186047,611,611,1,10000,1,0,0,1,12.982573112731476,25.581095616320198,1.4546124085023457,542,82378,74.04161305202845,60994
13232-10874,Control (Never-Treated Routes),125.4175,333,333,1,10000,1,0,0,1,16.293713673354286,26.424942761942493,0.5388614927514299,64,9122,62.47533435650077,5699
13232-10994,Control (Never-Treated Routes),197.47765595463136,745,745,1,10000,1,0,0,1,17.524152604651995,35.01272902148448,0.5388614927514299,131,18727,78.76328296043145,14750
13232-11057,Control (Never-Treated Routes),191.74927461139893,584,584,1,10000,1,0,0,1,15.698604977702109,27.511899283681622,0.5388614927514299,184,26288,77.94430919050518,20490
13232-11066,Control (Never-Treated Routes),156.17762189905906,283,283,1,10000,1,0,0,1,16.349789690484908,30.975263961085957,0.5388614927514299,467,68048,72.51351986832823,49344
13232-11423,Control (Never-Treated Routes),142.37720238095238,306,306,1,10000,1,0,0,1,19.749472100320578,32.32381916643688,0.5388614927514299,178,25442,69.31451929879726,17635
13232-11433,Control (Never-Treated Routes),149.18939434180143,228,228,2,6084.0069341766375,1,0,0,1,12.673706504989996,24.268485963499824,1.096897207037144,891,84405,74.8131034891298,63146
13232-11618,Control (Never-Treated Routes),171.21670936395753,711,711,1,10000,1,0,0,1,21.578057036683866,33.99665254821921,1.1294126738537922,505,72197,80.36760530215938,58023
13232-11697,Control (Never-Treated Routes),234.06971451702393,1166,1166,2,8595.969731151788,1,0,0,2,14.783823100963712,31.054572391572133,0.5388614927514299,297,43631,87.81829433201165,38316
13232-11996,Control (Never-Treated Routes),165.211725,562,562,1,10000,1,0,0,1,20.731213673354286,36.65221548921522,0.5388614927514299,176,25138,68.29501153631952,17168
13232-12191,Control (Never-Treated Routes),231.25652968036528,937,937,1,10000,1,0,0,1,20.36279325729236,37.4692757874076,0.8819146659932825,582,90943,74.7281264088495,67960
13232-12264,Control (Never-Treated Routes),172.47236695790312,577,577,1,10000,1,0,0,1,17.139769374183334,33.72518345370846,0.9727009721440548,460,67524,73.52941176470588,49650
13232-12278,Control (Never-Treated Routes),160.82574468085105,589,589,1,10000,1,0,0,1,17.54747050395538,32.02603565811736,0.5388614927514299,183,26157,57.72068662308369,15098
13232-12448,Control (Never-Treated Routes),193.82157258064515,666,666,1,10000,1,0,0,1,15.910561499441243,32.946681892377285,0.5388614927514299,92,13150,62.12927756653992,8170
13232-12451,Control (Never-Treated Routes),191.5413608247423,849,849,1,10000,1,0,0,1,8.81273541248472,18.816247109768582,0.5388614927514299,92,13182,85.70019723865879,11297
13232-12889,Control (Never-Treated Routes),216.3445847261507,1521,1521,1,10000,1,0,0,1,20.149729286380474,36.32557796244662,1.0503704441580797,779,119109,84.3084905422764,100419
13232-12892,Control (Never-Treated Routes),223.94571876224057,1750,1750,1,10000,1,0,0,1,18.436167690410205,36.94911313344246,1.1124752594818317,520,83576,88.3160237388724,73811
13232-12953,Control (Never-Treated Routes),176.82501973684205,725,725,1,10000,1,0,0,1,18.307693929643076,31.7222439564939,1.688286780107752,517,78469,83.09778383820363,65206
13232-12992,Control (Never-Treated Routes),209.6104635761589,544,544,1,10000,1,0,0,1,13.29027960742022,25.60076693776667,0.5388614927514299,92,13156,77.75919732441471,10230
13232-13198,Control (Never-Treated Routes),165.1511677078328,405,405,1,10000,1,0,0,1,20.20480703669578,38.46945649776315,1.1369476171533437,832,119595,78.52418579372046,93911
13232-13204,Control (Never-Treated Routes),191.13535474508802,990,990,2,5968.208789430506,1,0,0,2,16.05423897584239,26.59716366446431,0.6775577479525395,720,101962,82.67786037935701,84300
13232-13244,Control (Never-Treated Routes),134.0594534849048,480,480,2,5499.554890400661,1,0,0,2,20.41596463635706,38.3952912345753,1.0853095801831238,182,24330,80.71105630908345,19637
13232-13296,Control (Never-Treated Routes),173.10338235294122,838,838,1,10000,1,0,0,1,17.590982580917313,33.248633776809974,0.9065085515749595,271,43809,86.36353260745508,37835
13232-13487,Control (Never-Treated Routes),133.35684063708155,349,349,4,7178.464461996783,1,1,9.647296196179365,1,18.088444037963377,34.830637009249834,0.7996176857110129,766,101077,76.49316857445314,77317
13232-13495,Control (Never-Treated Routes),195.74066993464052,825,825,1,10000,1,0,0,1,16.184665556199473,28.20318543976676,0.5388614927514299,240,34320,79.66200466200466,27340
13232-13796,Control (Never-Treated Routes),234.78227040816319,1844,1844,1,10000,1,0,0,1,18.567925385065998,35.659176996176726,0.5388614927514299,222,31746,92.4966924966925,29364
13232-13851,Control (Never-Treated Routes),193.30438749426057,691,691,2,5003.516324716002,1,0,0,2,14.76894475300854,23.371768343407204,2.8510002210751293,169,21314,53.429670639016614,11388
13232-13871,Control (Never-Treated Routes),143.67878515185603,423,423,1,10000,1,0,0,1,19.055138404537082,40.34967394473819,0.5388614927514299,466,66388,79.39989154666506,52712
13232-13891,Control (Never-Treated Routes),220.47302752293558,1706,1706,1,10000,1,0,0,1,23.42143106465863,47.07711667498597,0.5388614927514299,93,15059,89.48801381233814,13476
13232-13931,Control (Never-Treated Routes),219.93871595330748,704,704,1,10000,1,0,0,1,28.305793505287056,40.920741081270236,0.5388614927514299,119,17037,87.6621470916241,14935
13232-14057,Control (Never-Treated Routes),227.56488038277504,1751,1751,1,10000,1,0,0,1,20.304743085118993,44.07200158547191,0.5388614927514299,136,23160,89.17098445595855,20652
13232-14100,Control (Never-Treated Routes),226.78573041168661,668,668,1,10000,1,0,0,1,22.619611876947097,36.62579106533571,1.9360670815737853,494,70632,78.2648091516593,55280
13232-14107,Control (Never-Treated Routes),185.66326247987115,1444,1444,1,10000,1,0,0,1,20.831712765913267,45.34508795250511,0.5388614927514299,555,86629,95.79701947384824,82988
13232-14122,Control (Never-Treated Routes),161.01422914911547,402,402,1,10000,1,0,0,1,15.795225389151714,29.006669897241053,0.9356868895768268,506,74028,72.29021451342736,53515
13232-14307,Control (Never-Treated Routes),178.33921696574214,842,842,1,10000,1,0,0,1,18.621408727342445,32.66841193644615,0.9220032552035373,261,41989,89.11143394698612,37417
13232-14492,Control (Never-Treated Routes),184.8557762557077,632,632,1,10000,1,0,0,1,15.83382561365279,34.260763657464885,0.5388614927514299,268,39175,82.33822590938098,32256
13232-14576,Control (Never-Treated Routes),160.61948818897636,523,523,1,10000,1,0,0,1,24.296809576520022,45.14933754778979,1.65617992850562,177,25287,76.94862973069166,19458
13232-14635,Control (Never-Treated Routes),228.20484999667204,1105,1105,2,8164.332577978593,1,0,0,2,15.986982904123517,24.117250454250186,0.5388614927514299,260,37616,88.3586771586559,33237
13232-14679,Control (Never-Treated Routes),228.94319540229893,1728,1728,1,10000,1,0,0,1,19.854563508337783,42.01900216788309,0.5388614927514299,303,48929,92.59539332502197,45306
13232-14683,Control (Never-Treated Routes),202.62233918128652,1036,1036,1,10000,1,0,0,1,21.444611463409537,45.6238377895668,0.5388614927514299,181,25883,83.16655719970638,21526
13232-14730,Control (Never-Treated Routes),130.71365625,271,271,1,10000,1,0,0,1,15.957479496139099,34.96924655941085,0.5388614927514299,316,44948,69.21776274806443,31112
13232-14747,Control (Never-Treated Routes),225.6789924812031,1733,1733,1,10000,1,0,0,1,22.037166054306667,44.28208561908535,0.5388614927514299,210,35054,91.64146745021966,32124
13232-14771,Control (Never-Treated Routes),220.24941176470585,1855,1855,1,10000,1,0,0,1,24.473860732177812,45.73866825213857,0.5388614927514299,255,36465,90.404497463321,32966
13232-14831,Control (Never-Treated Routes),236.03002865329512,1838,1838,1,10000,1,0,0,1,24.758387586397763,43.81624710976858,0.5388614927514299,92,13156,87.28336880510793,11483
13232-14869,Control (Never-Treated Routes),257.63184,1259,1259,1,10000,1,0,0,1,24.07212276426338,46.87948821648795,0.5388614927514299,176,25168,87.73839796567069,22082
13232-14893,Control (Never-Treated Routes),275.09052173913057,1790,1790,1,10000,1,0,0,1,10.147422464563078,22.304063641063376,0.5388614927514299,91,15733,94.23504735269816,14826
13232-15016,Control (Never-Treated Routes),154.61748394629305,251,251,1,10000,1,0,0,1,18.456804065271285,35.38950860406761,1.201113148380569,750,107594,69.69812443073033,74991
13232-15304,Control (Never-Treated Routes),214.58920349907916,997,997,1,10000,1,0,0,1,17.18033427636936,29.314389998123396,0.5388614927514299,398,60518,79.478832743977,48099
13232-15370,Control (Never-Treated Routes),205.93403100775186,583,583,1,10000,1,0,0,1,24.214909325528197,50.33798624020337,0.5388614927514299,92,13111,81.87781252383495,10735
13232-15376,Control (Never-Treated Routes),222.89468013468013,1440,1440,1,10000,1,0,0,1,23.307194065511148,39.66023687958955,0.5388614927514299,102,14586,85.24612642259702,12434
13244-10397,Treated (Future Entry Routes),175.64322559922613,332,332,3,7809.4603447032405,1,1,87.67099170789247,1,6.809382310135953,11.116474220502582,0.6375781758708771,1022,144199,78.78140625108358,113602
13244-10423,Control (Never-Treated Routes),245.23460114894743,559,559,2,6189.9974255051075,0,0,0,0,8.285749415390027,7.097048434048167,3.316639270529208,70,3500,74.08571428571429,2593
13244-10693,Control (Never-Treated Routes),288.9,200,200,1,10000,1,0,0,0,1.9251791905956637,1.4249427619424964,0.5388614927514299,60,3015,42.189054726368155,1272
13244-10721,Control (Never-Treated Routes),285.8280794701987,1139,1139,1,10000,0,0,0,0,10.80065811779873,15.313831650831384,0.5388614927514299,72,5472,47.42324561403509,2595
13244-10821,Control (Never-Treated Routes),131.35603266068946,787,787,2,5506.865934700074,1,0,0,2,25.18230062987602,34.03363841411641,0.5388614927514299,92,12280,86.47394136807817,10619
13244-11057,Control (Never-Treated Routes),259.61889438891563,511,511,3,4391.730397874432,1,1,43.19598776083006,0,10.588840101282951,16.266070976964038,1.915797809446783,573,50690,85.750641152101,43467
13244-11066,Control (Never-Treated Routes),233.07230769230767,518,518,1,10000,0,0,0,0,5.356213673354285,7.307295703118966,0.5388614927514299,51,2550,73.6078431372549,1877
13244-11193,Control (Never-Treated Routes),272.601224778761,403,403,2,8575.735609679692,0,0,0,0,11.12183000095099,13.43287840106681,1.7222934454141519,167,8350,67.66467065868264,5650
13244-11278,Control (Never-Treated Routes),272.6883706185156,762,762,2,6736.204015253837,0,0,0,0,7.156426892970491,12.874836152134394,2.7776674629006846,131,9706,51.47331547496394,4996
13244-11292,Treated (Future Entry Routes),311.32759119997746,872,872,3,3899.9922240763854,0,0,0,0,19.840728290517983,27.47445389154516,4.068273257457312,165,9886,67.62087800930608,6685
13244-11298,Treated (Future Entry Routes),290.31743272548266,432,432,3,7409.874523752297,1,1,85.26546312154308,0,13.0195908393481,23.441902226275158,5.538861492751431,462,49491,71.96662019357055,35617
13244-11433,Control (Never-Treated Routes),261.4040818270395,610,610,3,3850.2427516571734,1,1,51.775046936337255,0,10.995900357427391,12.129903597451632,0.5388614927514299,386,37700,62.16445623342175,23436
13244-11618,Control (Never-Treated Routes),324.83349514563105,946,946,1,10000,1,0,0,0,25.478500997596697,35.58933093475528,7.834998831807225,216,10800,70.04629629629629,7565
13244-12191,Control (Never-Treated Routes),142.43650000000002,484,484,1,10000,1,0,0,1,10.78035160438877,20.850230118264335,2.262999423785913,57,8145,85.57397176181706,6970
13244-12266,Control (Never-Treated Routes),240.31166875133658,468,468,3,7046.184538234828,1,0,0,0,14.574272421206503,24.409137655610955,2.5256164596388477,447,22197,75.29395864305988,16713
13244-12339,Control (Never-Treated Routes),319.57683673469387,381,381,1,10000,0,0,0,0,7.807452063447165,14.931134712406891,2.009449728045548,135,6748,72.1547125074096,4869
13244-12889,Treated (Future Entry Routes),271.0019596541787,1416,1416,1,10000,1,1,100,0,7.990016490255694,14.100999099970663,0.5388614927514299,71,11193,75.60082194228535,8462
13244-12892,Control (Never-Treated Routes),310.18221951219505,1619,1619,1,10000,0,1,100,0,10.020499387640001,9.996371333371066,0.5388614927514299,140,19985,71.01325994495872,14192
13244-12953,Control (Never-Treated Routes),289.85040594319895,963,963,2,5553.6583837287635,0,1,33.361815247317956,0,16.526091767614496,21.82998753820647,2.633102330447765,188,15559,67.69715277331449,10533
13244-13198,Control (Never-Treated Routes),234.61029850746274,393,393,1,10000,1,0,0,0,14.495717362153748,15.911864291117544,1.9473121969767822,70,4825,60.538860103626945,2921
13244-13204,Treated (Future Entry Routes),138.3387409260722,684,684,3,3778.406727195654,0,1,47.03368526897938,2,10.77697870067669,20.00417773462009,0.5388614927514299,183,25948,76.65330661322646,19890
13244-13232,Control (Never-Treated Routes),123.60874660682484,480,480,2,5826.874992939525,1,0,0,2,6.4075439609113936,14.10970492265198,1.0853095801831238,182,24298,80.2946744588032,19510
13244-13303,Control (Never-Treated Routes),234.11954128440368,859,859,1,10000,1,0,0,0,5.3612861371224,8.05537754455119,1.6258180144905605,91,4520,77.34513274336283,3496
13244-13342,Control (Never-Treated Routes),209.6632,557,557,1,10000,0,0,0,0,10.062096026295462,13.189648644295435,0.5388614927514299,51,2550,67.96078431372548,1733
13244-13487,Control (Never-Treated Routes),289.58147313997557,700,700,2,5978.83068495922,1,1,72.12273361227336,0,7.954638870204677,14.02336795879289,0.5388614927514299,254,28203,63.55706839697904,17925
13244-13495,Control (Never-Treated Routes),313.41263915086694,348,348,2,5605.865173143911,0,0,0,0,2.7252455035930114,5.801600586876183,1.4009304582686712,116,5797,52.18216318785579,3025
13244-13930,Control (Never-Treated Routes),208.38780244502445,491,491,5,2883.1769473445197,0,0,0,0,14.512969043972792,18.172891556036504,3.451482851974731,603,31662,69.6513170361948,22053
13244-14100,Treated (Future Entry Routes),277.52130229469304,875,875,2,6033.350938081586,1,0,0,0,21.322995044390975,25.16022819935559,5.043365997255936,106,7187,39.23751217475998,2820
13244-14492,Control (Never-Treated Routes),250.3440277777778,633,633,1,10000,0,0,0,0,16.899070816211427,25.71065704765678,0.5388614927514299,70,3526,58.62166761202495,2067
13244-14683,Treated (Future Entry Routes),248.65232142857144,625,625,1,10000,0,0,0,0,8.906213673354285,10.16120649820623,1.9674329213228585,69,3450,73.82608695652173,2547
13244-14869,Control (Never-Treated Routes),322.6259762873853,1262,1262,2,5855.749118880733,1,1,70.68512894425284,0,9.098763213064068,10.06903700441402,0.9913501805342353,220,26039,74.60731978954644,19427
13244-15304,Control (Never-Treated Routes),161.57956108101695,655,655,3,3961.391606943107,0,1,35.79472191180263,1,8.11740770320503,15.604047239554436,0.5388614927514299,134,17824,65.26593357271095,11633
13256-11298,Control (Never-Treated Routes),159.12346232179232,469,469,1,10000,1,1,100,0,10.548060223306715,17.96185136300301,5.2535016912625965,385,52171,69.5616338578904,36291
13256-12266,Control (Never-Treated Routes),182.66993025686654,316,316,3,5461.110986982659,1,1,16.136809283487093,0,10.640541999929955,16.649100843789746,2.5026077163163847,652,37610,82.71470353629354,31109
13264-11292,Control (Never-Treated Routes),286.4359677419355,964,964,1,10000,1,0,0,0,11.041455052664631,22.307701382632153,8.53886149275143,115,5878,91.78291936032664,5395
13264-14771,Control (Never-Treated Routes),258.20000000000005,329,329,1,10000,1,0,0,0,19.291402426366645,23.768005367695455,9.084316038205975,505,17230,84.04526987811956,14481
13264-14869,Control (Never-Treated Routes),231.57000000000002,575,575,1,10000,1,0,0,0,9.161384380924796,12.755967007365554,5.771419632286313,168,10069,82.8682093554474,8344
13277-10397,Control (Never-Treated Routes),148.58,147,147,1,10000,1,0,0,0,11.309667583670933,17.74737424982004,1.1030363869686373,708,35441,65.26621709319714,23131
13277-11298,Control (Never-Treated Routes),232.4627586206897,622,622,1,10000,1,0,0,0,12.420093854475844,13.556168815582343,5.519704404628824,248,11785,70.61518879932117,8322
13290-11298,Control (Never-Treated Routes),181.94431578947368,431,431,1,10000,1,0,0,0,14.669254798895409,19.02054160754134,6.220679674569611,249,11933,76.51051705354898,9130
13290-13930,Control (Never-Treated Routes),177.8679166666667,501,501,1,10000,1,0,0,0,16.29360772026933,23.21875313056067,2.786052503987385,174,8160,74.26470588235294,6060
13296-10397,Control (Never-Treated Routes),247.43273764258558,952,952,1,10000,1,1,100,0,6.957612274752887,11.914453251452985,0.5388614927514299,145,21602,80.00648088139987,17283
13296-10821,Control (Never-Treated Routes),123.92524404086264,377,377,1,10000,1,0,0,1,15.170693383568594,28.55884098588811,0.8548172589441633,632,89586,86.47891411604492,77473
13296-11057,Control (Never-Treated Routes),171.0558974358975,737,737,1,10000,1,0,0,0,16.052812312810065,16.12928603771434,3.835564789454727,88,6952,88.19044879171462,6131
13296-11292,Control (Never-Treated Routes),213.19047619047623,1729,1729,1,10000,1,0,0,1,4.387463673354285,7.674942761942496,0.5388614927514299,32,4576,93.20367132867133,4265
13296-11433,Control (Never-Treated Routes),313.4308421052632,610,610,1,10000,1,0,0,0,6.281652269845513,10.635469077731969,0.5388614927514299,228,11400,89.79824561403508,10237
13296-11618,Control (Never-Treated Routes),282.5235714285714,209,209,1,10000,1,0,0,0,25.7820866892273,37.29539847110787,3.764667944364333,151,7550,90.01324503311258,6796
13296-13204,Control (Never-Treated Routes),166.11737847222224,1142,1142,1,10000,1,0,0,1,13.975281729761399,23.478897391004423,0.9680460421076531,233,33493,90.90257665780909,30446
13296-13232,Control (Never-Treated Routes),160.67315721649487,838,838,1,10000,1,0,0,1,11.808419555707228,23.745204199850996,1.2741556103984888,270,43820,85.2259242355089,37346
13296-13930,Control (Never-Treated Routes),214.32938036498675,843,843,2,6376.496171224731,1,0,0,0,24.98674772908184,36.7358302748424,4.486229913804061,148,7900,91.77215189873418,7250
13296-14100,Control (Never-Treated Routes),206.86788990825687,289,289,1,10000,1,1,100,0,6.548521365661978,12.963404300404036,0.5388614927514299,78,7747,72.73783400025816,5635
